content,score,Label,text_clean,text_StopWord,text_tokens,text_steamindo
sangat baik dan luar biasa drivernya makasih dah anter saya ketempat tujuan,5,Positif,sangat baik dan luar biasa drivernya makasih dah anter saya ketempat tujuan,drivernya makasih dah anter ketempat tujuan,"['drivernya', 'makasih', 'dah', 'anter', 'ketempat', 'tujuan']",drivernya makasih dah anter tempat tuju
"pas order, cepat sampai nya... kereenn... tepat waktu, ga nunggu lama👍",5,Positif,pas order cepat sampai nya kereenn tepat waktu ga nunggu lama,pas order cepat nya kereenn ga nunggu,"['pas', 'order', 'cepat', 'nya', 'kereenn', 'ga', 'nunggu']",pas order cepat nya kereenn ga nunggu
"terimakasih ya si kuning.... semoga gacor, jangan lupa pintar pintar memenej keuangan ya abang soalnya si kuning blum ada dompet digital, seperti ovo atau gopay, jangan sampai liat pendapatan sehari dapet 300rb, tapi duitnya gak ada, jadi kopi, es, cilok dll 🤣🤣🤣🤣🤣🤣🤣 semangat abaaaaaannngggg.....",5,Positif,terimakasih ya si kuning semoga gacor jangan lupa pintar pintar memenej keuangan ya abang soalnya si kuning blum ada dompet digital seperti ovo atau gopay jangan sampai liat pendapatan sehari dapet rb tapi duitnya gak ada jadi kopi es cilok dll  semangat abaaaaaannngggg,terimakasih ya si kuning semoga gacor lupa pintar pintar memenej keuangan ya abang si kuning blum dompet digital ovo gopay liat pendapatan sehari dapet rb duitnya gak kopi es cilok dll semangat abaaaaaannngggg,"['terimakasih', 'ya', 'si', 'kuning', 'semoga', 'gacor', 'lupa', 'pintar', 'pintar', 'memenej', 'keuangan', 'ya', 'abang', 'si', 'kuning', 'blum', 'dompet', 'digital', 'ovo', 'gopay', 'liat', 'pendapatan', 'sehari', 'dapet', 'rb', 'duitnya', 'gak', 'kopi', 'es', 'cilok', 'dll', 'semangat', 'abaaaaaannngggg']",terimakasih ya si kuning moga gacor lupa pintar pintar memenej uang ya abang si kuning blum dompet digital ovo gopay liat dapat hari dapet rb duit gak kopi es cilok dll semangat abaaaaaannngggg
"harganya terjangkau banget si, karna lumayan beda sama app sebelah. palagi buat anak sekolahan, tapi sayangnya alamatnya masih belum lengkap... semoga ada perbaikan untuk mapsnya biar lebih lengkap dan gampang untuk nentuin titik jemput n tujuan. terima kasiiih",5,Positif,harganya terjangkau banget si karna lumayan beda sama app sebelah palagi buat anak sekolahan tapi sayangnya alamatnya masih belum lengkap semoga ada perbaikan untuk mapsnya biar lebih lengkap dan gampang untuk nentuin titik jemput n tujuan terima kasiiih,harganya terjangkau banget si karna lumayan beda app sebelah palagi anak sekolahan sayangnya alamatnya lengkap semoga perbaikan mapsnya biar lengkap gampang nentuin titik jemput n tujuan terima kasiiih,"['harganya', 'terjangkau', 'banget', 'si', 'karna', 'lumayan', 'beda', 'app', 'sebelah', 'palagi', 'anak', 'sekolahan', 'sayangnya', 'alamatnya', 'lengkap', 'semoga', 'perbaikan', 'mapsnya', 'biar', 'lengkap', 'gampang', 'nentuin', 'titik', 'jemput', 'n', 'tujuan', 'terima', 'kasiiih']",harga jangkau banget si karna lumayan beda app belah palagi anak sekolah sayang alamat lengkap moga baik mapsnya biar lengkap gampang nentuin titik jemput n tuju terima kasiiih
"Maps daerah kabupaten Tangerang sangat tidak bagus , apalagi untuk di pedalaman ..",1,Negatif,maps daerah kabupaten tangerang sangat tidak bagus  apalagi untuk di pedalaman ,maps daerah kabupaten tangerang bagus pedalaman,"['maps', 'daerah', 'kabupaten', 'tangerang', 'bagus', 'pedalaman']",maps daerah kabupaten tangerang bagus dalam
driver ramah baik dan sopan jemput tepat waktu juga dan kendaraan bersih wangi juga maxim sangat membantu mempermudah kerja masyarakat dan transportasi yg sangat murah lebih di tingkatkan lagi ya maxim,5,Positif,driver ramah baik dan sopan jemput tepat waktu juga dan kendaraan bersih wangi juga maxim sangat membantu mempermudah kerja masyarakat dan transportasi yg sangat murah lebih di tingkatkan lagi ya maxim,driver ramah sopan jemput kendaraan bersih wangi maxim membantu mempermudah kerja masyarakat transportasi yg murah tingkatkan ya maxim,"['driver', 'ramah', 'sopan', 'jemput', 'kendaraan', 'bersih', 'wangi', 'maxim', 'membantu', 'mempermudah', 'kerja', 'masyarakat', 'transportasi', 'yg', 'murah', 'tingkatkan', 'ya', 'maxim']",driver ramah sopan jemput kendara bersih wangi maxim bantu mudah kerja masyarakat transportasi yg murah tingkat ya maxim
"Kecewa bgt sama aplikasi ini, masa sy pilih pembayaran via saldo akun dan saldo akun sy sdh terpotong tp drivernya gak pernah ada pembayaran dari saldo akun mau di gojek apapun semua cash, aku udah jelasin panjang lebar bahkan aku kasih tunjuk riwayat perjalanan aku yg pake saldo akun di maxim, tapi drivernya ngotot belum kena bayar, akhirnya karna sy sdh cape berdebat sy kasih lagi cash ke drivernya, maxim driver yg suka nipu masih dipertahankan gak dikasih konsekuensi.",1,Negatif,kecewa bgt sama aplikasi ini masa sy pilih pembayaran via saldo akun dan saldo akun sy sdh terpotong tp drivernya gak pernah ada pembayaran dari saldo akun mau di gojek apapun semua cash aku udah jelasin panjang lebar bahkan aku kasih tunjuk riwayat perjalanan aku yg pake saldo akun di maxim tapi drivernya ngotot belum kena bayar akhirnya karna sy sdh cape berdebat sy kasih lagi cash ke drivernya maxim driver yg suka nipu masih dipertahankan gak dikasih konsekuensi,kecewa bgt aplikasi sy pilih pembayaran via saldo akun saldo akun sy sdh terpotong tp drivernya gak pembayaran saldo akun gojek apapun cash udah jelasin lebar kasih riwayat perjalanan yg pake saldo akun maxim drivernya ngotot kena bayar karna sy sdh cape berdebat sy kasih cash drivernya maxim driver yg suka nipu dipertahankan gak dikasih konsekuensi,"['kecewa', 'bgt', 'aplikasi', 'sy', 'pilih', 'pembayaran', 'via', 'saldo', 'akun', 'saldo', 'akun', 'sy', 'sdh', 'terpotong', 'tp', 'drivernya', 'gak', 'pembayaran', 'saldo', 'akun', 'gojek', 'apapun', 'cash', 'udah', 'jelasin', 'lebar', 'kasih', 'riwayat', 'perjalanan', 'yg', 'pake', 'saldo', 'akun', 'maxim', 'drivernya', 'ngotot', 'kena', 'bayar', 'karna', 'sy', 'sdh', 'cape', 'berdebat', 'sy', 'kasih', 'cash', 'drivernya', 'maxim', 'driver', 'yg', 'suka', 'nipu', 'dipertahankan', 'gak', 'dikasih', 'konsekuensi']",kecewa bgt aplikasi sy pilih bayar via saldo akun saldo akun sy sdh potong tp drivernya gak bayar saldo akun gojek apa cash udah jelasin lebar kasih riwayat jalan yg pake saldo akun maxim drivernya ngotot kena bayar karna sy sdh cape debat sy kasih cash drivernya maxim driver yg suka nipu tahan gak kasih konsekuensi
apk ya sangat membantu bagi saya.... tapi kasian juga abang driver ya dgn ongkos yg murah apa... bisa balik modal,5,Positif,apk ya sangat membantu bagi saya tapi kasian juga abang driver ya dgn ongkos yg murah apa bisa balik modal,apk ya membantu kasian abang driver ya dgn ongkos yg murah modal,"['apk', 'ya', 'membantu', 'kasian', 'abang', 'driver', 'ya', 'dgn', 'ongkos', 'yg', 'murah', 'modal']",apk ya bantu kasi abang driver ya dgn ongkos yg murah modal
Para driver banyak yang melakukan pelecehan kepada para penumpang khususnya wanita. Memang murah tapi hati-hati lebih rentan terhadap pelecehan oleh drivernya. Lebih baik bayar lebih mahal dikit tapi keamanan bisa lebih tinggi,1,Negatif,para driver banyak yang melakukan pelecehan kepada para penumpang khususnya wanita memang murah tapi hatihati lebih rentan terhadap pelecehan oleh drivernya lebih baik bayar lebih mahal dikit tapi keamanan bisa lebih tinggi,driver pelecehan penumpang wanita murah hatihati rentan pelecehan drivernya bayar mahal dikit keamanan,"['driver', 'pelecehan', 'penumpang', 'wanita', 'murah', 'hatihati', 'rentan', 'pelecehan', 'drivernya', 'bayar', 'mahal', 'dikit', 'keamanan']",driver leceh tumpang wanita murah hatihati rentan leceh drivernya bayar mahal dikit aman
Tolong dong pihak maxim... Banyak drifer tidak menggunakan atribut baik jaket dan helm sebagai identitas drifer... Agar kami tau mana drifer maxim mana opang. Dan tak sesuai identitas asli.,5,Positif,tolong dong pihak maxim banyak drifer tidak menggunakan atribut baik jaket dan helm sebagai identitas drifer agar kami tau mana drifer maxim mana opang dan tak sesuai identitas asli,tolong maxim drifer atribut jaket helm identitas drifer tau drifer maxim opang sesuai identitas asli,"['tolong', 'maxim', 'drifer', 'atribut', 'jaket', 'helm', 'identitas', 'drifer', 'tau', 'drifer', 'maxim', 'opang', 'sesuai', 'identitas', 'asli']",tolong maxim drifer atribut jaket helm identitas drifer tau drifer maxim opang sesuai identitas asli
Awal² mau nyoba dengan metode pembayaran kaspro sudah transfer & berhasil tetapi kenapa tidak masuk ke kaspro saya ya?,1,Negatif,awal mau nyoba dengan metode pembayaran kaspro sudah transfer  berhasil tetapi kenapa tidak masuk ke kaspro saya ya,nyoba metode pembayaran kaspro transfer berhasil masuk kaspro ya,"['nyoba', 'metode', 'pembayaran', 'kaspro', 'transfer', 'berhasil', 'masuk', 'kaspro', 'ya']",nyoba metode bayar kaspro transfer hasil masuk kaspro ya
"bapaknya baik dan ramah , walupun ongkos ga sesuai tapi dia mau ambil orderan",5,Positif,bapaknya baik dan ramah  walupun ongkos ga sesuai tapi dia mau ambil orderan,bapaknya ramah walupun ongkos ga sesuai ambil orderan,"['bapaknya', 'ramah', 'walupun', 'ongkos', 'ga', 'sesuai', 'ambil', 'orderan']",bapak ramah walupun ongkos ga sesuai ambil order
Saat lagi mengendara sering menanyakan agar semua order di tepatkan dengan tujuannya,5,Positif,saat lagi mengendara sering menanyakan agar semua order di tepatkan dengan tujuannya,mengendara order tepatkan tujuannya,"['mengendara', 'order', 'tepatkan', 'tujuannya']",kendara order tepat tuju
"Suka sama app maxim. Tapi tolong permudah di maps nya dong, banyak tempat yang gabisa di cari. Dan tolong adain penbayaran non tunai isi saldo lewat mbanking",4,Positif,suka sama app maxim tapi tolong permudah di maps nya dong banyak tempat yang gabisa di cari dan tolong adain penbayaran non tunai isi saldo lewat mbanking,suka app maxim tolong permudah maps nya gabisa cari tolong adain penbayaran non tunai isi saldo mbanking,"['suka', 'app', 'maxim', 'tolong', 'permudah', 'maps', 'nya', 'gabisa', 'cari', 'tolong', 'adain', 'penbayaran', 'non', 'tunai', 'isi', 'saldo', 'mbanking']",suka app maxim tolong mudah maps nya gabisa cari tolong adain penbayaran non tunai isi saldo mbanking
"Aplikasih aneh, saya sedang order tiba² log out sendiri, ketika dimasukkan kembali, pas menunggu kode otp, tidak ada sampai saat ini masuk, apk aneh",1,Negatif,aplikasih aneh saya sedang order tiba log out sendiri ketika dimasukkan kembali pas menunggu kode otp tidak ada sampai saat ini masuk apk aneh,aplikasih aneh order log out dimasukkan pas menunggu kode otp masuk apk aneh,"['aplikasih', 'aneh', 'order', 'log', 'out', 'dimasukkan', 'pas', 'menunggu', 'kode', 'otp', 'masuk', 'apk', 'aneh']",aplikasih aneh order log out masuk pas tunggu kode otp masuk apk aneh
"simple, drivernya ramah-ramah, biayanya murah pokoknya keren lah👍",5,Positif,simple drivernya ramahramah biayanya murah pokoknya keren lah,simple drivernya ramahramah biayanya murah pokoknya keren,"['simple', 'drivernya', 'ramahramah', 'biayanya', 'murah', 'pokoknya', 'keren']",simple drivernya ramahramah biaya murah pokok keren
"terima kasih untuk abang'y sudah nganterin saya ,meskipun titik drop'y salah jadi agak jauh.. tapi dengan ikhlas mengantar saya.. salut untuk abang'y... semoga banyak rezeki untuk abang'y.",5,Positif,terima kasih untuk abangy sudah nganterin saya meskipun titik dropy salah jadi agak jauh tapi dengan ikhlas mengantar saya salut untuk abangy semoga banyak rezeki untuk abangy,terima kasih abangy nganterin titik dropy salah ikhlas mengantar salut abangy semoga rezeki abangy,"['terima', 'kasih', 'abangy', 'nganterin', 'titik', 'dropy', 'salah', 'ikhlas', 'mengantar', 'salut', 'abangy', 'semoga', 'rezeki', 'abangy']",terima kasih abangy nganterin titik dropy salah ikhlas antar salut abangy moga rezeki abangy
masnya sopan dan cepat menguasai lapangan jg best,5,Positif,masnya sopan dan cepat menguasai lapangan jg best,masnya sopan cepat menguasai lapangan jg best,"['masnya', 'sopan', 'cepat', 'menguasai', 'lapangan', 'jg', 'best']",mas sopan cepat kuasa lapang jg best
"kritik di bagian nomor hp (data pribadi) karena driver bisa tau.. mungkin lebih baik di samarkan supaya tidak di salahgunakan khusus nomor pribadi nya.... soalnya banyak bngt driver yang kadang usil, dll (ga semuanya).. contohnya kayak aplikasi sebelah, nmor di samarkan, kecuali darurat .. selain itu baguss"" bngt aplk nya",4,Positif,kritik di bagian nomor hp data pribadi karena driver bisa tau mungkin lebih baik di samarkan supaya tidak di salahgunakan khusus nomor pribadi nya soalnya banyak bngt driver yang kadang usil dll ga semuanya contohnya kayak aplikasi sebelah nmor di samarkan kecuali darurat  selain itu baguss bngt aplk nya,kritik nomor hp data pribadi driver tau samarkan salahgunakan khusus nomor pribadi nya bngt driver kadang usil dll ga contohnya kayak aplikasi sebelah nmor samarkan kecuali darurat baguss bngt aplk nya,"['kritik', 'nomor', 'hp', 'data', 'pribadi', 'driver', 'tau', 'samarkan', 'salahgunakan', 'khusus', 'nomor', 'pribadi', 'nya', 'bngt', 'driver', 'kadang', 'usil', 'dll', 'ga', 'contohnya', 'kayak', 'aplikasi', 'sebelah', 'nmor', 'samarkan', 'kecuali', 'darurat', 'baguss', 'bngt', 'aplk', 'nya']",kritik nomor hp data pribadi driver tau samar salahgunakan khusus nomor pribadi nya bngt driver kadang usil dll ga contoh kayak aplikasi belah nmor samar kecuali darurat baguss bngt aplk nya
Driver super ramah dan penjemputan tepat waktu.. sopan terima kasih,5,Positif,driver super ramah dan penjemputan tepat waktu sopan terima kasih,driver super ramah penjemputan sopan terima kasih,"['driver', 'super', 'ramah', 'penjemputan', 'sopan', 'terima', 'kasih']",driver super ramah jemput sopan terima kasih
"Cari alamat tujuan masih susah di temuin, tolong segera di perbaiki, supaya nyaman pake aplikasinya....",4,Positif,cari alamat tujuan masih susah di temuin tolong segera di perbaiki supaya nyaman pake aplikasinya,cari alamat tujuan susah temuin tolong perbaiki nyaman pake aplikasinya,"['cari', 'alamat', 'tujuan', 'susah', 'temuin', 'tolong', 'perbaiki', 'nyaman', 'pake', 'aplikasinya']",cari alamat tuju susah temuin tolong baik nyaman pake aplikasi
"Mohon perjelas lagi setiap detail simpangnya, and tambahkan detail seperti sungai, tugu serta pemberhentian bus",1,Negatif,mohon perjelas lagi setiap detail simpangnya and tambahkan detail seperti sungai tugu serta pemberhentian bus,mohon perjelas detail simpangnya and tambahkan detail sungai tugu pemberhentian bus,"['mohon', 'perjelas', 'detail', 'simpangnya', 'and', 'tambahkan', 'detail', 'sungai', 'tugu', 'pemberhentian', 'bus']",mohon jelas detail simpang and tambah detail sungai tugu henti bus
maps nya dilengkapin dan kalau bsa agak murah lagi ya..hehe,4,Positif,maps nya dilengkapin dan kalau bsa agak murah lagi yahehe,maps nya dilengkapin bsa murah yahehe,"['maps', 'nya', 'dilengkapin', 'bsa', 'murah', 'yahehe']",maps nya dilengkapin bsa murah yahehe
Aplikasi MAXIM INI sangat bagus sekali dan bisa bawa makanan juga ya kawanan kawan sekarang kawan download nya kawan kawan,5,Positif,aplikasi maxim ini sangat bagus sekali dan bisa bawa makanan juga ya kawanan kawan sekarang kawan download nya kawan kawan,aplikasi maxim bagus bawa makanan ya kawanan kawan kawan download nya kawan kawan,"['aplikasi', 'maxim', 'bagus', 'bawa', 'makanan', 'ya', 'kawanan', 'kawan', 'kawan', 'download', 'nya', 'kawan', 'kawan']",aplikasi maxim bagus bawa makan ya kawan kawan kawan download nya kawan kawan
semenjak ada maxim semuanya jadi mudah dengan harga yang terjangkau,5,Positif,semenjak ada maxim semuanya jadi mudah dengan harga yang terjangkau,semenjak maxim mudah harga terjangkau,"['semenjak', 'maxim', 'mudah', 'harga', 'terjangkau']",semenjak maxim mudah harga jangkau
"Untuk mempermudah lokasi alangkah baik nya di chat bisa krim foto titik penjemputan ,terima kasih",5,Positif,untuk mempermudah lokasi alangkah baik nya di chat bisa krim foto titik penjemputan terima kasih,mempermudah lokasi alangkah nya chat krim foto titik penjemputan terima kasih,"['mempermudah', 'lokasi', 'alangkah', 'nya', 'chat', 'krim', 'foto', 'titik', 'penjemputan', 'terima', 'kasih']",mudah lokasi alangkah nya chat krim foto titik jemput terima kasih
terimakasih... drivernya ramah dan mengendarai juga enak.,5,Positif,terimakasih drivernya ramah dan mengendarai juga enak,terimakasih drivernya ramah mengendarai enak,"['terimakasih', 'drivernya', 'ramah', 'mengendarai', 'enak']",terimakasih drivernya ramah kendara enak
"semoga tetap jaya,dan harga tetap bersama custamer,sukses trus ke depan nya",5,Positif,semoga tetap jayadan harga tetap bersama custamersukses trus ke depan nya,semoga jayadan harga custamersukses trus nya,"['semoga', 'jayadan', 'harga', 'custamersukses', 'trus', 'nya']",moga jayadan harga custamersukses trus nya
"paling murah mantap, tapi perlu perbaikan lagi maps nya.",5,Positif,paling murah mantap tapi perlu perbaikan lagi maps nya,murah mantap perbaikan maps nya,"['murah', 'mantap', 'perbaikan', 'maps', 'nya']",murah mantap baik maps nya
trimakasi pak ojoll orderan sangat baik dan cepat sekali,5,Positif,trimakasi pak ojoll orderan sangat baik dan cepat sekali,trimakasi ojoll orderan cepat,"['trimakasi', 'ojoll', 'orderan', 'cepat']",trimakasi ojoll order cepat
