content,score,Label
"sebenernya tu apknya bagus terus murah,cuman kan saya pesen gofud di maxim terus si abang maximnya tuh minta uang parkir katanya di sana tuh parkir,harusnya tuh di konfirmasi dulu lah sama kitanya masa bilang nya pas udah sampe makanannya sampe rumah,modus bangett aslii",1,Negatif
"Map lokasi nya benerin, gk sesuai terus , terutma saat lokasi tujuan malah gk ada. Aneh tapin di aplikasi sebelah ada ko.",1,Negatif
"Maps nya apa kurang akurat? Saya setiap menggunakan, tujuan tidak pernah cocok. Padahal di aplikasi lain, alamat rumah saya terdeteksi.",2,Negatif
"Dalam sebulan dua kali minta update. Pas terakhir di update, obrolan di menu chat dengan pelanggan gk bisa di copy. Kau copy nomer hp yg dikirim via chat malah udah gk bisa skrg...",1,Negatif
Harga murah tapi di Tegal masih belum banyak Drive nya jadi untuk waktu tunggu nya lumayan lama,2,Negatif
"Di xiaomi redmi 4 tidak muncul map.. tolong di perbaiki,saya tidak dapat mengetahui posisi driver",1,Negatif
"Tidak mendapatkan kode untuk login,saat memindahkan, ke ponsel yg baru,segera berbaiki sistem dan bung",2,Negatif
Untuk pihak aplikator maxsim tolong map nya di perbaiki lagi biar kita ga susah buat cari alamat..jangan mau kalah sama aplikasi tetangga sebelah yah ditunggu uptednya ....,4,Positif
"perbaiki kembali aplikasinya,karena posisi mobil tidak ada waktu untuk di lihat di customer,karena lama menunggu",4,Positif
naik maxim..jumlah harga pas order sama pas nyampe kok berubah ya,3,
"Harganya sesuai dengan toko aslinya., tambahan, Hallo, untuk pengembangan pada aplikasinya,, adakan pengaturan untuk mengubah no ponse, dan email.. itu jauh lebih baik agar orang tidak kehilangan akunnya saat no sudah hangus atau email sudah tidak bisa dibuka lagi",2,Negatif
Tolong diperbaiki lagi map nya..kadang suka ada bug terus nyusahin pengguna.,1,Negatif
"Pesan 2 kali dan cancel 2 kali driver gak tau jalan,padahal adap map,trus gimana",2,Negatif
"Gimana si ini udh bayar pakai kashpro tapi driver bilang gk bisa dan disuruh bayar tunai dan akhirnya kashpro juga kepotong, tolong dibenerin lagi aplikasinya! Jadinya merugikan pelanggan",1,Negatif
"Menu aplikasi kurang lengkap,dan kalo kita mau ubah lokasi tujuan malah jadi Doble order nya.",4,Positif
"Penjemputan cepat, mobil bersih, pengemudi ramah",5,Positif
"Bintang 3 dlu soal masih susah cari car dirver, padahal tinggal di Jakarta.",3,
Kenapa setiap saya order dan ketika sdh dapat malah ga bisa chat driver nya dan ga bsa mantau lokasi slama perjalanan inti nya suka force close padahal udah saya update uninstal dan instal ulang tp tetep sama hasil aga kecewa sdik....makash..,1,Negatif
"Maps yang dituju gak ke deteksi njir, masih butuh banyak perbaikan dan update maps biar mudah soalnya mau ke tujuan masa iya di map beda dari titik yang dituju dan tidak pas. Saran perbaiki lagi untuk maps nya diperluas agar sesuai customer ketika memilih maps yang dituju!.",1,Negatif
Khusus pengemudi Maxim mobil banyak yang bertingkah...jika rute menurut mereka tidak jauh..mereka sering menolak....untuk Maxim cari lah pengemudi yang benar benar mencari duit jangan cari supir yang hanya main main...,1,Negatif
"orderan cepat di terima,para driver ramah dan mengemudi dengan aman dan taat lalulintas.",5,Positif
"Cukup baik. Ada kolom keterangan ky ga di baca sama driver nya. Kolom keterangan saya tulis buat alamat lbh spesifik, mana sekarang driver2 nya lama smw.",4,Positif
"bagus kurirnya ramah dan ongkirnya murah , tetap semangat maxim dan kurirnya. Semoga selalu diberikan rejeki. Amin",5,Positif
"first time pakai maxim, driver komunikatif, cepat, harga sesuai, thanks",5,Positif
"murah terpercaya,dan nyaman,tapi lokasi nya mesti di up terkadang tidak sesuai lokasi",5,Positif
Harga terjangkau tp saya driver banyak penggunaan nya ga terlalu banyak coba aja kalau di batasi drivernya bisa sejahtera driver nya,5,Positif
Sy sbgai pelanggan dan Driver maxim kecewa karna pelanggan yg batalkan orderan kenapa kalian potong saldo si Driver nya?? Nama org salah pesan/mau ubah pesanan kan bisa aja. Tapi memberatkan si driver nya. Sering kali driver nya mohon jgn di btalkan krna saldo nya kepotong karna kesalahan dari pelanggan. Perbaiki sistem kalian jangan se'enak nya thdp Driver. Maxim gak ada apa² nya kalo tanpa Driver. Kalo mau berkembang jangan Dzalim sm org. Sudah sering buat laporan tp No respon👎@maximpontianak,1,Negatif
"ga bisa isi saldo, ga ada menu uang di aplikasinya",3,
"udah pesen, tiba2 log out sendiri, driver banyak pilih2 harga, kalau murah gak mau jemput malah minta cancel",1,Negatif
"Maxim banyak kelemahan, tidak bisa melakukan pembelian food nontunai, tidak bisa menarik kembali uang yang ada di maxim, dan aplikasi maxim tidak rekomendasi",1,Negatif
titiknya aja kurang pas..kadang kalo ketemu driver yg hanya terpaku dg titik gak diliat notifnya lagi ini yg suka jd kendala waktu penjemputan,5,Positif
"Sejujurnya aplikasinya udh gampang utk digunain, cuma masih byak kekurangan yang masih harus diperbaiki ke depan. Pertama mengenai beberapa tempat yang belum terdaftar di maps, sehingga sulit untuk memberi titik lokasi yang jelas. Kedua mengenai pembatalan order yang kurang jelas, yang di mana ketika kita sudah melakukan pembatalan order, tetapi tetap saja driver bisa menghubungi nomor kita dan order tersebut masih dalam status dalam proses. Saya harap maxim bisa menyempurnakan hal tsb.",4,Positif
Pelayanan nya sudah bagus.. cuma mohon diprivasi nomor pelanggannya agar tidak diganggu dan dichat2 oleh driver2 dari maxim. Saya sendiri merasa terganggu akan hal itu. Sekian dan termakasih,2,Negatif
Udah bagus ini apk..kendalanya cuman 1...buat cari alamat susah..suka gak ada..tolong di perbaiki,3,
"KL tmpt baru, gmapsny tdk terdeteksi di dlm aplikasi Maxim. smoga ke depannya bs lebih baik LG u/gmaps dlm Maxim, Pengemudinya bagus2 n mantap.",5,Positif
mantap..aplikasi user friendly.. tarif jg lbih terjangkau..,5,Positif
"Driver sangat baik,ramah dan amanah perjalanan sangat memuaskan.",5,Positif
Ga jelas emang sii murah tpi lama banget untuk mendapat kan driver nya udh gitu drivernya cabul bikin risih klo bawa mobil sukanya ogal ogalan kadang juga main cancel aja ngga pke ngomong dulu Maxim kurang memuaskan bintang 1,1,Negatif
"aplikasi kurang sempurna gak bs chat/hub dng driver slama proses & gak ada foto buat bukti penerima pdhal klo utk kirim brg bisnis, foto tsb sgt penting. Smoga MAXIM bs lbih baik dr skrg🙏",4,Positif
"untuk apk Maxim disana tidak pernah sekalipun order makanan, di ambil sama drivernya, jdi kalau mau pesan makanan harus dri aplikasi lain dlu",1,Negatif
"perjalanannya aman, gak ngebut dan sampe tepat waktu. terima kasih!",5,Positif
"Ini aplikasi apaan, saya pesan harus menunggu driver selama 37 menit,terus ba g bsa d cancel.. Padahl saya order tujuanny dekat. Waktunya lama menunggu. Gara gara aplikasi ini saya jadi telat. Goblooook. Ga terima silahkan",1,Negatif
"pelayanan bagus,, pengemudi nya ramah,, penjemputan dan pengantaran tepat waktu",5,Positif
"murah dan cepat. pelayanan ramah, helm nyaman dah bersih.",5,Positif
"pengemudi sangat ramah, dan baik sekali, langganan kalau bisa, mantap",5,Positif
"Sangat kecewa,lain kali kalau mau mengrekrut karyawan driver nya lebih selektif,udah di order banyak kali pertanyaan tiba tiba mahal di batal kan sepihak sudah nunggu nya lama.",1,Negatif
"Dari bintang 5 saya turunin ke bintang 2. Kok bisa bisanya saya pelanggan setia malah log out tiba2 diminta otorisasi ulang, setiap nomor pribadi dimasukkan kok gak pernah ada kode konfirmasi masuk melalui sms atau telepon, sampe sakarang saya gak bisa pakai maxim karna bermasalah pada kode konfirmasi nomor tidak ada muncul... tolong diperhatikan jangan hanya masalah begini pelangganmu lari ke applikasi lain..",2,Negatif
"Aplikasi nya gak jelas, tiba2 order saya hilang padahal barang belum sy terima. driver nya joss..bisa di andalkan..",1,Negatif
"Susah cari ojol, pesanan makanan super lama sekali tidak di ambil, pembatalannya juga sulit sampai tidak bisa di batalkan, pengunaan uang saat pemesanan makanan hanya bisa tunai... Tolong segera di perbaiki, ambil paket uang di akun ga bisa di pakai harus tetap tunai :')",2,Negatif
"Pengemudi ramah, memberikan pelayanan yang baik,harga terjangkau.",4,Positif
"sediakan fitur alarm pada map dong. fungsinya yaitu bila driver mendekati radius titik yang telah kita pilih pada map,alarm hp akan bunyi. dijamin usermu nambah banyak.potensi jegal si ijo.",3,
"Masa buka gps aja muter muter nya lama banget, sinyal lancar buka maps google aja lancar, gps maxim ga ada banget muter2 rusak",2,Negatif
"keren banget dari megu kecelancang cuma berapa menit terimakasih maxim, abangnya juga ramah nex klo apa2 pake maxim aja barang nyampe dengan selamat dan aman",5,Positif
"Order maxim bike dari titik penjemputan ke lokasi berjarak 2,1 km. pas ketemu driver, minta helm malah ga dikasih alasannya DEKAT jadi tidak perlu pakai helm. BUKAN PERKARA DEKAT ATAU TIDAK, sedekat apapun tapi kalo nasib buruk menimpa, kecelakaan trus kepala pecah bagaimana ?? KOMPLAIN SEKALIPUN ga akan ngaruh sama DRIVER NAKAL ITU. mana melawan arah lagi pas nganter. untung2 selamat. TOLONG DI TINDAK LANJUTI UNTUK PIHAK MAXIMNYA.",1,Negatif
"Ketersediaan driver banyak, Bagus . Harga terjangkau. , hanya saja 1 kendala , semoga pesan ini di baca Maps yang di gunakan tidak lengkap dan sering salah , sangat sulit untuk menentukan pnjemputan / pengantaran , itu saja ..semoga untuk mapsnya cepat segera di update / pakai gmaps..",5,Positif
Aplikasinya gajelas masa saya sudah sesuai titik penjemputan trus pas di order jadi berubah titik penjemputan nya mana harganya nambah lagi kecewa saya parah!!!!,2,Negatif
Akurasi map kurang tepat. Baik titik jemput maupun titik antar. Foodcourt nya ada waring atau resto yg g srsuai titik alamat map. Ada juga resto yg katanya tutup tp msh ada dlm lapak maxim. Driver terlalu sering tidak bisa menemukan titik2 penjual di mitra maxim.,3,
"Hay aku selalu menggunakan Maxim berpergian , tapi sayang ada bnyak titik yang tidak di temukan untuk lokasi tujuan , sangat disayangkan padahal driver nya sangat sigap tapi di maap nya gagal 🙏",5,Positif
"Sebenarx aplikasix bagus murah juga ... tapi perlu di tingkatkan pembayaranx ... banyak driver yg gak mau menerima pembayaran Kaspro , dan merugikan penumpang sebab dana kaspro di potong malah minta kes dgn alasan gkbs di tarik dana kasprox ... disuruh batalin tapi dana sudah kepotong di kaspro.",4,Positif
"abg ojeknya ramah sekali, pesanan cepat sampai. Puas dengan aplikasi nya... next order lagi, terima kasih maxim dan terima kasih bg ojek...",5,Positif
"Lebih terjangkau dan sampai saat ini masih sangat jempolan hanya minus nya di penentuan titik lokasi kadang ga ke detect sama maps maxim,lainya oke banget",5,Positif
Driver bike n car sih so far so good. Tapi buat nyari driver delivery barang sukanya nyantol ke driver yg jauh2 bikin waktu jadi ga efisien. Kalo pesen driver bike buat anter barang kadang drivernya ada yang ga terima trus agak sewot. Tolong diperbaiki lagi buat driver delivery diperbanyak biar ga selalu nunggu lama.,3,
Jasa angkutan berbasis aplikasi yang simple dan bertarif murah,5,Positif
"mau murah gausa banyak komentar,, inti nya lo sampe tujuan. jangan berharap lebih dari aplikasi murah kaya maxim,, kecelakaan juga gua rasa ga ada asuransi nya seperti grab gojek walaupun mahal sedikit tapi ada asuransi kecelakaan dan kematian. maka nya CERDAS jadi customer jangan liat argo nya murah doang tapi di pikirin dari segi keamanan dan kenyamanan",1,Negatif
"udah bagus sebenernya,dan murah juga cuman titik lokasi susah banget harus nyari patokan terdekat",3,
"mantap, tapi untuk pengiriman barang saran aja diberikan pemberitahuan atau foto sebagai tanda bukti.",5,Positif
Aplikasi tolong di tingkatkan pelayanan untuk titik penjemputan dan tujuan supaya lebih akurat,1,Negatif
"Tolong perbaiki lokasi mapnya. Titik lokasi sering tidak masuk, padahal tempatnya sudah ramai.",2,Negatif
Harus lebih selektif lagi dalam memilih driver. Saya punya pengalaman kurang mengenakkan dengan drivernya. Giliran di komplain ke app nya slow respon sekali. Kalau slow penanganannya keburu banyak korban dari driver2 nakalnya.,3,
"harga ok lebih murah, tp satu kekurangannya gk bisa ketik alamat lengkap😁jd agak susah hee, utk drivernya yg sy dapat alhamdulillah good👍semuanya pada xtra hati"" d perjalanan.",4,Positif
"Saya kasi bintang tiga dlu ya Tolong peta nya D perluas karena d kampungku tidak bisa, jika d kampung sebelah,/ atau titik maps nya hanya d kampung sebelah, d kampungku tidak bisa terlihat d maps mxim, tolong di perbaiki BYA GORONTALO",3,
"Ini seleksi jadi bang ojolnya gmna sihhh org orgnya pada GK sabaran klo naik motor main nyerobot ajh,kek GK mikirin keselamatan org ajh,main cancel alasan GK jelas juga interior motor rusak,dari mulai penerangan lampu sampe ring motor tolong dong buat nyaman buat customer,juga alamat tujuan Maxim tolong dilengkapi,juga maps Maxim tolong diperbaiki,biar kecustomernya nyaman dan aman! Jangan Krn murah bisa seenaknya!",1,Negatif
"Aplikasi bagus , tapi kurang update di muara Bungo udh ada mixue tapi Maxim belum ada minuman mixue , kedepan nya lebih update lagi yaa",4,Positif
aplikasi semakin Ok lah.. driver datang dengan cepat dan tepat,5,Positif
"Saya tadi mesan Maxim arah tujuan sudah saya sesuaikan dengan alamat tujuan , tapi kenapa malah diajak muter muter sampai ke tonja gatsu, kan tidak masuk akal alamat tujuan saya di Jimbaran malah diajak ke tonja gatsu , minta tolong kepada pihak Maxim untuk memperbaiki sistemnya, soalnya udah terbuang waktunya di jalan",2,Negatif
"Harganya emang murah, tapi tolomg di update dong petanya. Sangat mempersulit buat nyari titik jemput dan titik antar.",3,
"sebenarnya bagus si cuman maps nya kurang lengkap, harga nya jg murah👍👍",5,Positif
"Map nya sulit mendapatkan tempat, simpel saja ikuti gaya gran atau gojek dong. Biar mudah nyarinya. Dengan jarak yang sama harga angkutan Car Maxim sangat mahal, ini perbandingannya Grab Car 18.000 kalo Go Car Gojek 31.000 sedangkan Maxim Car 51.000 Sehingga kemana² saya pake Grab Car untuk skala Car ya. Silahkan saja mau pilih mana,krn kita punya pilihan. Saya pake maxim kalo saja di suatu daerah tidak ada jasa Grab atau Gojek. Terimakasih",2,Negatif
"Tolong maps nya diperbaiki lagi, dan drivernya ga amanah harga tarif ga sesuai aplikasi. Apa itu ga menipu??",1,Negatif
Lambat dalam menyiapkan driver padahal driver terdekat banyak yang terdeteksi.leletnya kalah sama gojek.saya download aplikasi maxim konsumen tapi tidak bisa log in.,1,Negatif
driver sangat baik dan mau berusaha mencari alamat penerima yg tidak lengkap,5,Positif
"Drivernya Baik banget.. di suruh mampir sebentar ke Alfa ikhlas dan tulus banget untuk menunggu.. jarang untuk bertemu sama driver yang baik,tampa banyak komentar yang terkadang baik untuk diterimah",5,Positif
"Kenap klu mau pesan Maxim selalu ke dobel terus ya, saya sdh sampai nanti ada masuk pesanan lg. Bagaimana sih, jd bikin bingung 🤬. Terus klu mau pesan mobil skg susah sekali, tdk kaya dulu",1,Negatif
"Bagus banget , murah juga , cuma kadang kalau mesen suka double gitu , jadi kadang udah sampe ketempat tujuan , ternyata kepesen otomatis, apalagi kalau udah ke cancel sekali , jadi harus di upgrade lagi ya biar enggak double, kasian driver nya",5,Positif
"Tolong dibuatkan opsi pembayaran non tunai gan, agar lbih mudah dan mengurangi resiko penumpang ditipu oleh driver. Terimakasih",4,Positif
Aplikasi jelek.. batalkan gak bisa.. nyari driver lama banget .. nyesel download!!!,1,Negatif
"tolong diperbaiki lagi ya aplikasinya, chat dari driver ke customer suka lelet, malah seringnya masuk pas orderannya di cancel sama drivernya, sampe dibilang nipu gara gara nggak bales chat padahal emang chatnya nggak ada masuk😞",2,Negatif
puas banget perjalanannya. baru pertama kali menggunakan maxim. murah banget. bakal langganan lagi deh,5,Positif
Yth para driver maxim...coba klo yg salah di aplikasi situ jgn suka menyalahkan penumpang ...bkn cuma itu aja driver car'nya bnyak yg ga enak dan kurang sopan ...sya ga bisa bnyak menulis disini ...intinya tolong di cari para driver yg punya atitute sedikit lah ...sya jdi takut buat pake maxim lagi ....😓😓😓,4,Positif
"Maaf saya kasih bintang 1 karena untuk update sekarang tidak recommended menurut saya, contoh saya mau minta belikan ikan dan sayur ke pasar, sekarang tidak bisa menepati titik sendiri, mapnya tidak ada sekarang. Hanya ada pilihan nama toko, sedangkan food yg ingin saya beli tidak tersedia di pilihan toko tersebut, bagus versi yg lama. Saya mau beri saran kak mohon maaf untuk bisa dibuatkan 2 versi dalam 1 aplikasi ada dikhususkan nama toko dan pilihan titik sendiri di maps. Terima kasih 🙏🙏🙏",1,Negatif
Lebih baik kalo ada fitur kirim Gambar/foto biar lebih gampang,3,
Wah Maxim belum siap nih. Saya pesan makanan dan dikonfirmasi pihak resto lalu driver datang ternyata resto tutup. Gimana ceritanya ini. Kasihan drivernya loh abis bensin. Please kalau tokonya tutup ya keterangan nya tutup. Kasihan driver dah jauh jauh. Udah gitu mau batalkan gak bisa bisa...setelah beberapa menit baru bisa batal. Anehhh bgt. Ayo dong perbaiki lagi ya,1,Negatif
